zone_id,hour,day_of_week,weather,special_event,passenger_demand
Z4,0,Sun,Clear,0,39
Z2,4,Thu,Cloudy,0,95
Z4,21,Mon,Clear,0,40
Z3,5,Thu,Clear,0,73
Z1,20,Sun,Rainy,1,171
Z4,2,Fri,Clear,0,15
Z1,14,Thu,Cloudy,0,41
Z2,4,Sun,Clear,0,87
Z1,23,Thu,Cloudy,0,73
Z2,13,Sun,Clear,0,74
Z3,17,Tue,Clear,0,129
Z2,15,Sun,Clear,0,97
Z2,5,Sat,Clear,0,90
Z5,23,Fri,Rainy,0,103
Z4,13,Thu,Clear,0,25
Z4,23,Sun,Clear,0,68
Z3,7,Sun,Clear,0,160
Z3,6,Thu,Clear,1,198
Z4,7,Fri,Cloudy,0,94
Z5,12,Fri,Rainy,0,82
Z4,5,Sun,Clear,0,66
Z5,17,Mon,Rainy,0,116
Z3,1,Tue,Clear,0,113
Z1,7,Fri,Clear,0,48
Z3,10,Fri,Cloudy,1,192
Z3,0,Wed,Clear,1,174
Z2,21,Sat,Cloudy,0,118
Z2,5,Fri,Rainy,0,121
Z2,15,Tue,Clear,0,65
Z2,19,Sat,Rainy,0,143
Z5,11,Sat,Cloudy,0,70
Z4,10,Thu,Clear,0,34
Z1,9,Thu,Cloudy,0,71
Z3,2,Thu,Clear,0,102
Z5,12,Thu,Rainy,0,109
Z1,2,Wed,Cloudy,0,46
Z5,14,Fri,Clear,1,149
Z5,15,Thu,Clear,0,61
Z3,12,Sun,Cloudy,0,120
Z4,16,Mon,Clear,0,2
Z2,2,Thu,Clear,0,77
Z4,19,Fri,Clear,0,96
Z3,10,Thu,Clear,0,115
Z3,20,Wed,Clear,0,119
Z3,18,Tue,Clear,1,216
Z1,21,Tue,Clear,0,55
Z4,10,Fri,Cloudy,0,55
Z4,15,Sun,Clear,0,40
Z5,20,Tue,Clear,0,68
Z5,2,Tue,Clear,1,114
Z5,21,Mon,Clear,0,71
Z3,5,Fri,Clear,1,181
Z4,13,Sun,Clear,0,32
Z3,23,Fri,Clear,0,116
Z1,17,Tue,Cloudy,0,63
Z5,16,Tue,Cloudy,0,75
Z3,3,Tue,Cloudy,1,183
Z3,22,Sat,Cloudy,0,120
Z1,14,Wed,Cloudy,0,51
Z2,10,Thu,Clear,0,67
Z4,2,Wed,Cloudy,0,62
Z2,2,Fri,Clear,0,51
Z5,15,Mon,Cloudy,0,91
Z3,4,Thu,Cloudy,0,103
Z1,20,Mon,Clear,0,54
Z1,9,Sun,Clear,0,107
Z4,18,Sat,Clear,0,95
Z2,3,Fri,Cloudy,0,68
Z4,18,Sat,Cloudy,0,77
Z3,10,Fri,Rainy,0,106
Z4,1,Mon,Clear,0,58
Z1,9,Mon,Cloudy,1,156
Z1,10,Mon,Clear,0,23
Z5,19,Fri,Rainy,0,108
Z5,15,Tue,Clear,0,63
Z3,18,Mon,Clear,0,144
Z2,22,Sat,Clear,0,61
Z4,23,Sun,Cloudy,0,73
Z3,10,Thu,Rainy,0,140
Z5,13,Fri,Clear,0,88
Z4,1,Sat,Clear,0,67
Z5,22,Wed,Rainy,0,39
Z4,4,Sun,Clear,1,151
Z2,4,Wed,Cloudy,0,98
Z3,18,Thu,Clear,0,139
Z4,20,Tue,Clear,0,24
Z1,11,Mon,Cloudy,0,56
Z1,17,Fri,Cloudy,0,75
Z4,3,Sat,Clear,0,46
Z4,21,Mon,Clear,0,45
Z4,16,Sat,Cloudy,0,68
Z1,9,Fri,Clear,0,60
Z1,19,Wed,Rainy,0,120
Z4,5,Mon,Clear,1,115
Z5,13,Thu,Clear,0,64
Z5,10,Tue,Rainy,0,77
Z2,10,Thu,Cloudy,0,80
Z3,17,Tue,Clear,1,218
Z5,22,Sun,Cloudy,0,61
Z1,21,Sat,Clear,0,56
Z5,17,Mon,Clear,0,98
Z2,23,Mon,Rainy,0,97
Z2,22,Sun,Cloudy,0,118
Z3,10,Tue,Cloudy,0,110
Z5,20,Wed,Clear,1,134
Z1,11,Fri,Clear,0,51
Z1,4,Thu,Clear,0,29
Z4,22,Sun,Clear,0,52
Z1,8,Sat,Cloudy,0,94
Z3,8,Sun,Clear,0,156
Z3,21,Thu,Cloudy,0,131
Z1,9,Thu,Clear,0,64
Z1,21,Sat,Clear,0,72
Z4,18,Sat,Clear,1,141
Z1,0,Mon,Clear,0,19
Z4,6,Thu,Clear,1,75
Z4,3,Fri,Rainy,0,38
Z1,0,Fri,Clear,0,68
Z2,14,Tue,Rainy,0,95
Z2,7,Sun,Clear,0,109
Z4,11,Sat,Rainy,0,87
Z1,21,Mon,Clear,0,54
Z2,21,Fri,Rainy,0,77
Z1,17,Wed,Clear,0,117
Z1,14,Mon,Cloudy,0,54
Z1,16,Mon,Rainy,0,71
Z5,13,Fri,Clear,0,67
Z1,13,Wed,Clear,0,47
Z5,17,Tue,Clear,0,91
Z4,19,Fri,Rainy,0,127
Z2,17,Wed,Clear,0,106
Z2,15,Mon,Clear,0,84
Z2,0,Wed,Clear,0,63
Z2,22,Mon,Clear,0,60
Z2,10,Sun,Cloudy,0,129
Z2,14,Fri,Clear,0,68
Z2,11,Sat,Cloudy,0,99
Z4,7,Fri,Rainy,0,89
Z1,21,Sun,Clear,0,99
Z3,19,Thu,Cloudy,0,193
Z5,5,Thu,Clear,0,79
Z3,2,Thu,Cloudy,0,163
Z3,23,Fri,Clear,0,96
Z1,12,Tue,Cloudy,0,60
Z1,12,Fri,Clear,0,41
Z1,1,Sun,Clear,0,33
Z2,4,Sun,Clear,0,97
Z4,16,Sat,Clear,0,43
Z2,5,Wed,Cloudy,0,103
Z4,1,Fri,Clear,0,24
Z4,3,Fri,Cloudy,0,33
Z3,21,Mon,Clear,0,133
Z3,10,Sun,Cloudy,0,139
Z4,7,Mon,Clear,0,77
Z4,11,Mon,Clear,0,36
Z2,7,Fri,Clear,0,107
Z2,10,Tue,Cloudy,0,76
Z3,21,Wed,Clear,0,118
Z1,19,Wed,Rainy,0,103
Z4,7,Sun,Rainy,0,93
Z2,7,Sat,Clear,0,118
Z3,16,Sun,Cloudy,0,159
Z2,19,Tue,Clear,0,118
Z4,19,Tue,Clear,0,82
Z4,22,Wed,Cloudy,0,40
Z5,15,Thu,Cloudy,0,41
Z1,13,Mon,Cloudy,0,32
Z5,10,Mon,Clear,0,56
Z3,6,Wed,Clear,0,93
Z2,15,Sun,Clear,0,82
Z3,12,Tue,Cloudy,0,112
Z4,14,Sun,Clear,0,42
Z5,23,Sat,Cloudy,0,112
Z5,15,Thu,Clear,0,59
Z5,20,Wed,Clear,0,74
Z3,22,Mon,Clear,0,112
Z4,23,Fri,Clear,0,51
Z2,8,Sun,Clear,0,135
Z2,2,Tue,Cloudy,0,71
Z3,18,Fri,Rainy,0,204
Z5,19,Sat,Clear,0,113
Z1,4,Wed,Clear,1,123
Z3,9,Sun,Clear,0,166
Z3,16,Mon,Rainy,1,222
Z4,14,Sun,Clear,0,62
Z2,22,Thu,Rainy,0,84
Z3,7,Fri,Clear,0,151
Z3,14,Thu,Clear,0,119
Z5,20,Sat,Rainy,0,105
Z5,13,Mon,Clear,0,57
Z1,19,Fri,Clear,0,68
Z4,6,Sat,Clear,0,57
Z1,20,Thu,Clear,0,30
Z5,22,Thu,Clear,0,64
Z2,11,Fri,Cloudy,0,78
Z5,16,Mon,Cloudy,0,50
Z4,16,Thu,Clear,0,16
Z5,9,Wed,Rainy,0,121
Z4,18,Sat,Clear,0,82
Z4,13,Fri,Clear,0,22
Z4,10,Tue,Clear,0,19
Z4,1,Tue,Clear,0,19
Z4,17,Mon,Clear,0,95
Z2,6,Wed,Rainy,0,78
Z1,11,Thu,Clear,1,142
Z3,1,Tue,Clear,1,185
Z1,19,Mon,Clear,0,70
Z4,17,Sat,Cloudy,0,106
Z2,5,Wed,Rainy,0,96
Z5,23,Wed,Clear,0,57
Z2,9,Sun,Clear,0,123
Z4,19,Mon,Clear,0,71
Z2,14,Mon,Clear,0,67
Z2,4,Sun,Clear,0,104
Z4,19,Thu,Clear,0,48
Z2,2,Mon,Clear,0,56
Z3,4,Sun,Clear,0,118
Z3,7,Thu,Clear,0,124
Z2,7,Thu,Rainy,0,126
Z5,7,Fri,Rainy,0,123
Z4,11,Wed,Clear,0,1
Z3,23,Sat,Clear,0,123
Z5,22,Wed,Clear,0,55
Z2,7,Wed,Clear,1,176
Z5,10,Fri,Cloudy,0,51
Z1,13,Thu,Clear,0,35
Z3,7,Thu,Rainy,0,151
Z2,23,Mon,Rainy,0,90
Z4,9,Fri,Clear,1,114
Z2,6,Mon,Clear,0,65
Z4,16,Fri,Clear,0,19
Z2,3,Mon,Clear,0,66
Z5,12,Tue,Clear,0,65
Z5,3,Sun,Clear,0,79
Z5,4,Wed,Rainy,0,97
Z1,21,Wed,Clear,0,35
Z4,3,Sat,Clear,1,139
Z5,17,Sun,Cloudy,0,147
Z1,5,Thu,Cloudy,0,54
Z4,23,Sat,Clear,0,50
Z2,23,Tue,Rainy,0,101
Z1,22,Sat,Clear,0,65
Z3,21,Wed,Clear,0,125
Z1,1,Thu,Clear,0,52
Z1,22,Tue,Clear,0,52
Z4,10,Wed,Cloudy,0,41
Z2,13,Sun,Cloudy,0,105
Z3,4,Mon,Cloudy,0,125
Z5,5,Fri,Clear,0,42
Z5,9,Tue,Clear,1,186
Z1,7,Thu,Clear,0,45
Z4,13,Sat,Clear,0,61
Z4,23,Sun,Cloudy,0,64
Z5,2,Sat,Cloudy,0,86
Z3,11,Tue,Clear,0,116
Z2,15,Sun,Clear,0,96
Z3,22,Thu,Clear,0,90
Z2,16,Tue,Clear,0,91
Z5,0,Thu,Clear,0,61
Z2,22,Sat,Clear,0,125
Z4,9,Wed,Clear,0,72
Z1,22,Sun,Clear,1,141
Z1,9,Mon,Clear,0,60
Z5,20,Wed,Clear,0,58
Z4,23,Mon,Cloudy,0,42
Z3,1,Sat,Clear,0,152
Z4,8,Sun,Rainy,1,203
Z1,21,Wed,Clear,0,47
Z1,12,Wed,Clear,0,67
Z4,15,Tue,Clear,0,0
Z4,17,Fri,Clear,0,77
Z1,18,Sat,Cloudy,0,129
Z3,11,Thu,Clear,0,118
Z5,7,Sat,Rainy,0,115
Z5,16,Thu,Rainy,0,106
Z4,14,Sun,Clear,1,141
Z5,9,Thu,Clear,0,95
Z1,14,Mon,Cloudy,0,51
Z1,14,Thu,Clear,0,70
Z4,22,Thu,Cloudy,0,47
Z4,6,Tue,Clear,1,106
Z4,12,Wed,Clear,0,18
Z3,16,Sat,Clear,0,141
Z5,8,Sat,Clear,0,125
Z4,7,Sun,Rainy,0,106
Z2,19,Sun,Clear,0,122
Z2,20,Thu,Cloudy,0,100
Z1,17,Fri,Clear,0,67
Z5,12,Sat,Clear,0,110
Z4,15,Sun,Clear,0,39
Z2,8,Thu,Clear,0,81
Z5,11,Sun,Clear,0,63
Z1,11,Mon,Clear,0,23
Z3,5,Mon,Cloudy,0,116
Z5,18,Sun,Clear,0,113
Z5,6,Mon,Clear,0,75
Z3,2,Sun,Cloudy,0,153
Z5,15,Thu,Cloudy,0,67
Z1,17,Tue,Clear,0,127
Z1,15,Fri,Clear,0,36
Z3,22,Thu,Rainy,0,133
Z4,6,Tue,Clear,0,11
Z2,3,Tue,Clear,0,69
Z4,7,Sat,Clear,0,84
Z5,12,Thu,Cloudy,0,52
Z2,12,Thu,Clear,0,63
Z3,16,Sun,Rainy,0,160
Z3,16,Tue,Clear,0,102
Z2,4,Tue,Cloudy,0,69
Z1,5,Tue,Clear,0,52
Z2,18,Sun,Clear,0,111
Z5,12,Sat,Rainy,0,89
Z1,13,Thu,Clear,0,43
Z3,21,Tue,Clear,0,123
Z2,3,Mon,Clear,0,75
Z4,6,Thu,Clear,0,27
Z4,7,Sun,Clear,0,75
Z5,12,Sat,Cloudy,0,105
Z4,5,Mon,Clear,0,43
Z2,5,Sun,Clear,0,91
Z2,23,Wed,Clear,0,66
Z4,20,Thu,Cloudy,0,41
Z2,2,Wed,Cloudy,0,69
Z5,2,Sun,Clear,0,78
Z1,12,Sun,Clear,0,53
Z5,21,Sun,Rainy,0,103
Z5,1,Tue,Clear,0,53
Z2,15,Sat,Rainy,0,123
Z1,21,Tue,Rainy,0,77
Z2,5,Sat,Cloudy,0,94
Z3,7,Fri,Clear,0,128
Z2,22,Tue,Cloudy,0,91
Z2,7,Wed,Cloudy,0,113
Z2,5,Sat,Clear,0,84
Z1,13,Tue,Clear,0,61
Z2,2,Thu,Clear,0,62
Z1,9,Sun,Clear,0,60
Z4,2,Sat,Clear,1,119
Z3,11,Sat,Clear,0,154
Z1,16,Tue,Clear,0,35
Z4,4,Fri,Clear,0,22
Z1,19,Tue,Clear,0,80
Z1,8,Wed,Cloudy,0,95
Z3,20,Wed,Rainy,0,134
Z5,19,Sat,Clear,0,129
Z5,6,Sat,Clear,0,77
Z1,21,Tue,Clear,0,49
Z2,3,Wed,Cloudy,0,83
Z4,12,Wed,Cloudy,1,114
Z2,12,Fri,Rainy,0,99
Z2,9,Thu,Clear,1,172
Z1,17,Fri,Rainy,0,84
Z1,16,Mon,Clear,0,40
Z1,19,Sun,Cloudy,0,91
Z1,19,Fri,Clear,0,89
Z5,12,Tue,Rainy,0,84
Z1,16,Thu,Clear,0,61
Z5,21,Tue,Cloudy,0,65
Z5,3,Sun,Cloudy,0,90
Z1,0,Mon,Clear,0,18
Z3,0,Thu,Clear,0,93
Z4,14,Sat,Rainy,0,50
Z2,12,Wed,Clear,0,86
Z5,16,Fri,Clear,0,53
Z4,23,Tue,Clear,0,50
Z3,7,Mon,Clear,0,100
Z2,17,Wed,Clear,0,133
Z2,12,Fri,Clear,0,69
Z5,22,Wed,Clear,0,65
Z1,13,Fri,Clear,0,24
Z3,7,Sat,Rainy,0,193
Z5,7,Thu,Rainy,0,109
Z3,14,Wed,Cloudy,1,182
Z1,12,Wed,Clear,0,22
Z1,6,Wed,Rainy,0,47
Z5,4,Thu,Clear,0,66
Z1,16,Mon,Clear,0,30
Z4,15,Fri,Rainy,1,110
Z2,22,Sat,Cloudy,0,106
Z5,1,Wed,Cloudy,0,37
Z3,21,Sun,Cloudy,0,160
Z4,17,Thu,Clear,0,100
Z5,16,Mon,Clear,0,40
Z1,6,Fri,Cloudy,0,66
Z1,12,Thu,Clear,0,45
Z1,17,Sat,Clear,0,92
Z1,13,Sat,Cloudy,0,63
Z3,17,Fri,Cloudy,0,170
Z4,12,Wed,Clear,0,29
Z2,10,Sat,Cloudy,0,61
Z3,20,Mon,Cloudy,0,151
Z3,20,Thu,Cloudy,0,126
Z2,15,Mon,Clear,0,69
Z2,22,Wed,Clear,0,59
Z1,16,Mon,Clear,0,37
Z3,7,Mon,Clear,0,159
Z5,18,Tue,Clear,0,104
Z2,19,Mon,Clear,1,196
Z2,14,Fri,Clear,0,51
Z4,8,Thu,Rainy,0,80
Z5,19,Tue,Clear,0,101
Z5,9,Thu,Cloudy,0,110
Z2,11,Thu,Cloudy,0,74
Z1,20,Wed,Clear,0,54
Z4,22,Wed,Rainy,0,38
Z5,19,Tue,Clear,0,101
Z2,0,Sat,Clear,1,169
Z5,19,Sun,Cloudy,0,107
Z4,8,Wed,Clear,0,59
Z4,21,Sun,Cloudy,0,51
Z3,14,Wed,Clear,0,131
Z2,0,Wed,Cloudy,0,74
Z4,11,Thu,Clear,0,35
Z3,2,Tue,Cloudy,1,182
Z3,10,Thu,Clear,0,114
Z5,1,Fri,Cloudy,0,64
Z5,15,Thu,Cloudy,1,138
Z3,8,Sun,Clear,0,203
Z5,14,Sun,Cloudy,1,165
Z4,11,Fri,Clear,0,27
Z1,0,Mon,Rainy,1,159
Z4,12,Mon,Clear,0,18
Z3,13,Fri,Cloudy,0,126
Z3,7,Fri,Cloudy,1,238
Z4,7,Thu,Clear,0,64
Z5,11,Fri,Clear,0,94
Z5,0,Tue,Clear,0,48
Z3,10,Mon,Cloudy,0,143
Z2,7,Mon,Clear,0,107
Z5,9,Sat,Clear,0,124
Z4,18,Fri,Cloudy,0,85
Z5,10,Wed,Clear,0,88
Z4,6,Wed,Cloudy,0,35
Z3,10,Fri,Clear,0,117
Z5,16,Tue,Clear,0,80
Z4,0,Wed,Cloudy,0,32
Z3,20,Sat,Clear,1,225
Z2,20,Sun,Clear,0,90
Z4,7,Fri,Rainy,0,66
Z2,22,Tue,Clear,1,128
Z2,23,Tue,Rainy,0,94
Z1,5,Thu,Rainy,0,80
Z5,21,Tue,Clear,0,29
Z4,17,Wed,Clear,1,153
Z2,5,Sun,Cloudy,0,113
Z1,4,Wed,Clear,0,21
Z3,12,Fri,Clear,0,100
Z4,18,Sun,Cloudy,0,109
Z2,21,Fri,Clear,0,83
Z5,7,Tue,Rainy,0,139
Z1,8,Sat,Clear,0,81
Z2,16,Mon,Clear,0,58
Z5,2,Sun,Clear,0,105
Z2,18,Thu,Rainy,0,124
Z4,10,Mon,Cloudy,0,48
Z4,23,Tue,Cloudy,1,153
Z4,16,Tue,Clear,0,41
Z1,20,Mon,Clear,0,52
Z4,18,Thu,Clear,1,169
Z5,1,Sun,Clear,0,88
Z2,7,Sun,Clear,0,132
Z3,18,Mon,Cloudy,0,155
Z5,6,Fri,Clear,0,77
Z5,16,Wed,Rainy,0,91
Z4,5,Sat,Clear,0,28
Z1,18,Fri,Rainy,0,109
Z2,23,Sun,Clear,0,57
Z1,5,Wed,Clear,0,51
Z2,1,Sat,Clear,0,86
Z2,5,Sat,Clear,0,119
Z1,22,Sat,Clear,0,67
Z5,4,Tue,Clear,0,74
Z2,18,Sat,Clear,1,194
Z1,19,Thu,Cloudy,0,100
Z2,3,Mon,Cloudy,0,70
Z3,21,Sun,Cloudy,0,156
Z5,16,Thu,Clear,0,43
Z4,10,Mon,Cloudy,0,42
Z2,3,Fri,Clear,0,53
Z3,12,Fri,Clear,0,112
Z4,19,Mon,Clear,0,100
Z4,16,Thu,Clear,1,121
Z2,8,Mon,Clear,0,100
Z1,3,Sat,Clear,0,23
Z2,22,Tue,Clear,0,62
Z3,13,Sun,Cloudy,0,147
Z4,18,Fri,Cloudy,0,72
Z2,2,Sun,Rainy,1,216
Z1,13,Tue,Cloudy,0,51
Z2,7,Sat,Clear,0,136
Z5,23,Sat,Rainy,0,108
Z1,0,Fri,Rainy,1,141
Z3,9,Fri,Clear,0,133
Z4,17,Sat,Clear,0,75
Z2,15,Wed,Rainy,0,111
Z1,7,Sun,Clear,0,84
Z5,0,Tue,Rainy,0,93
Z1,11,Sun,Clear,0,52
Z5,7,Tue,Clear,0,74
Z3,23,Wed,Clear,0,118
Z4,15,Thu,Clear,1,99
Z3,17,Tue,Cloudy,0,154
Z2,3,Sun,Rainy,0,96
Z1,5,Mon,Clear,0,33
Z5,11,Sat,Clear,0,80
Z5,8,Sat,Cloudy,0,116
Z1,14,Wed,Cloudy,0,62
Z1,15,Tue,Clear,0,42
Z2,23,Thu,Clear,0,116
Z3,11,Tue,Cloudy,0,126
Z5,23,Sat,Cloudy,0,64
Z2,22,Fri,Clear,0,67
Z3,13,Mon,Clear,0,108
Z2,12,Wed,Rainy,0,86
Z5,1,Fri,Cloudy,0,71
Z1,2,Sun,Clear,0,50
Z1,23,Thu,Clear,0,45
Z3,21,Fri,Cloudy,1,171
Z4,9,Sun,Clear,0,97
Z3,8,Fri,Clear,0,116
Z4,19,Thu,Clear,0,66
Z2,7,Fri,Clear,0,89
Z2,9,Wed,Cloudy,0,115
Z5,18,Sat,Clear,0,117
Z4,2,Tue,Cloudy,0,44
Z5,23,Fri,Clear,0,77
Z1,4,Wed,Clear,0,52
Z4,2,Tue,Clear,0,31
Z3,15,Sun,Rainy,0,162
Z1,16,Tue,Rainy,0,94
Z1,14,Sun,Clear,0,72
Z3,2,Fri,Cloudy,0,116
Z1,11,Wed,Cloudy,0,69
Z4,8,Sat,Rainy,0,111
Z5,20,Fri,Clear,0,46
Z1,11,Sun,Cloudy,0,67
Z4,14,Thu,Clear,0,8
Z2,1,Tue,Clear,0,36
Z4,22,Fri,Rainy,0,41
Z5,17,Sun,Clear,0,122
Z4,19,Tue,Clear,1,152
Z3,11,Sun,Clear,0,109
Z5,22,Wed,Cloudy,1,114
Z2,3,Mon,Cloudy,0,102
Z3,22,Fri,Clear,0,111
Z4,15,Sat,Rainy,0,98
Z5,22,Fri,Clear,0,82
Z2,15,Tue,Clear,0,81
Z3,0,Wed,Rainy,0,136
Z2,21,Sun,Clear,0,84
Z4,1,Thu,Clear,0,41
Z2,2,Sat,Clear,0,88
Z1,20,Wed,Cloudy,0,41
Z3,19,Fri,Clear,0,119
Z2,16,Thu,Rainy,0,94
Z4,19,Wed,Cloudy,0,96
Z4,21,Mon,Clear,0,49
Z2,20,Sat,Cloudy,1,181
Z4,0,Tue,Clear,0,17
Z5,19,Wed,Clear,0,114
Z5,5,Wed,Cloudy,0,70
Z5,14,Mon,Rainy,0,80
Z1,13,Fri,Clear,0,18
Z2,19,Sun,Clear,0,162
Z1,14,Sun,Clear,0,71
Z4,13,Sat,Clear,0,63
Z1,20,Sat,Clear,0,47
Z4,23,Tue,Clear,0,31
Z4,4,Wed,Cloudy,0,39
Z3,5,Thu,Clear,0,122
Z5,16,Wed,Clear,0,80
Z4,10,Sun,Cloudy,0,38
Z3,15,Tue,Cloudy,0,104
Z5,11,Wed,Clear,1,150
Z4,14,Mon,Clear,0,22
Z4,22,Sun,Cloudy,1,152
Z1,3,Wed,Clear,0,34
Z1,17,Wed,Clear,0,61
Z5,20,Sun,Cloudy,1,144
Z4,2,Thu,Clear,0,37
Z2,21,Sun,Clear,0,98
Z1,7,Mon,Clear,0,85
Z5,22,Mon,Clear,1,145
Z4,2,Wed,Clear,0,-26
Z4,7,Sat,Rainy,0,113
Z2,17,Thu,Clear,0,88
Z5,9,Wed,Clear,1,142
Z4,19,Sun,Clear,0,60
Z1,16,Wed,Rainy,0,34
Z2,7,Tue,Clear,0,104
Z5,22,Tue,Clear,0,49
Z2,10,Sat,Rainy,0,92
Z1,4,Thu,Clear,0,40
Z5,12,Fri,Clear,0,43
Z2,20,Tue,Clear,0,85
Z3,22,Fri,Clear,0,132
Z1,4,Mon,Clear,0,37
Z1,23,Tue,Cloudy,0,71
Z1,12,Tue,Clear,0,61
Z3,5,Thu,Clear,0,111
Z3,4,Sat,Clear,1,236
Z4,8,Fri,Clear,0,51
Z2,15,Sun,Clear,0,61
Z4,1,Tue,Rainy,0,32
Z2,0,Tue,Clear,0,60
Z3,7,Thu,Cloudy,1,238
Z3,18,Thu,Clear,1,213
Z4,10,Sat,Clear,0,40
Z5,11,Fri,Clear,0,41
Z4,11,Mon,Clear,0,20
Z2,6,Sun,Clear,0,110
Z4,12,Sat,Clear,0,55
Z1,7,Mon,Cloudy,0,71
Z2,21,Wed,Clear,0,88
Z2,8,Tue,Clear,0,100
Z5,6,Fri,Clear,0,62
Z3,20,Sat,Clear,0,147
Z2,23,Tue,Clear,0,65
Z3,14,Fri,Clear,0,124
Z4,1,Fri,Clear,0,43
Z1,22,Fri,Cloudy,0,48
Z5,19,Tue,Rainy,0,104
Z3,11,Sat,Clear,0,130
Z2,0,Sun,Clear,0,107
Z3,22,Thu,Rainy,1,227
Z2,21,Tue,Clear,0,96
Z3,7,Fri,Clear,0,133
Z2,4,Sat,Clear,0,102
Z4,14,Sun,Clear,1,115
Z2,0,Wed,Clear,0,73
Z2,0,Mon,Clear,0,87
Z1,9,Fri,Clear,0,84
Z2,21,Wed,Clear,0,72
Z1,9,Thu,Cloudy,0,76
Z5,20,Sun,Clear,0,65
Z1,14,Sun,Clear,0,57
Z4,16,Fri,Clear,0,10
Z1,21,Sun,Cloudy,0,65
Z5,5,Wed,Cloudy,0,43
Z4,2,Fri,Cloudy,0,20
Z3,12,Tue,Clear,0,123
Z3,15,Sat,Cloudy,0,151
Z1,7,Wed,Cloudy,0,76
Z1,14,Sat,Clear,0,61
Z5,16,Tue,Clear,0,63
Z5,16,Tue,Clear,0,67
Z2,21,Sat,Cloudy,0,105
Z5,12,Wed,Clear,0,40
Z2,16,Sat,Clear,0,53
Z4,5,Sat,Rainy,0,60
Z1,16,Mon,Cloudy,0,48
Z4,15,Wed,Rainy,0,69
Z5,13,Mon,Rainy,0,89
Z4,12,Fri,Clear,0,38
Z4,5,Sun,Cloudy,1,127
Z4,2,Sat,Clear,0,49
Z5,13,Fri,Rainy,1,166
Z4,13,Wed,Clear,0,19
Z2,14,Sat,Rainy,0,99
Z5,7,Sun,Cloudy,0,117
Z4,14,Fri,Cloudy,0,50
Z5,21,Thu,Clear,0,46
Z3,12,Tue,Clear,0,107
Z2,16,Sat,Cloudy,0,120
Z4,20,Sun,Clear,0,42
Z3,23,Tue,Cloudy,0,120
Z3,2,Mon,Clear,0,108
Z5,5,Fri,Cloudy,0,67
Z3,4,Mon,Clear,0,135
Z2,21,Sun,Cloudy,1,185
Z2,16,Sat,Cloudy,0,76
Z1,22,Tue,Clear,0,63
Z2,1,Tue,Clear,0,74
Z3,14,Fri,Clear,0,104
Z2,4,Sat,Clear,0,110
Z5,19,Thu,Clear,0,88
Z1,5,Thu,Cloudy,0,76
Z3,5,Fri,Clear,0,111
Z1,17,Sat,Clear,0,115
Z3,17,Fri,Clear,0,196
Z5,3,Sat,Clear,0,83
Z1,16,Sun,Clear,0,59
Z4,13,Sun,Rainy,0,59
Z3,13,Mon,Rainy,1,213
Z4,12,Fri,Clear,0,14
Z1,6,Sat,Clear,0,57
Z4,11,Thu,Cloudy,0,83
Z4,22,Sat,Clear,1,132
Z1,14,Sun,Clear,0,52
Z5,18,Sat,Clear,0,117
Z4,10,Fri,Clear,0,24
Z4,14,Mon,Rainy,0,71
Z5,11,Mon,Cloudy,0,69
Z4,2,Mon,Clear,0,54
Z4,16,Mon,Clear,0,25
Z4,2,Sun,Cloudy,0,56
Z2,18,Wed,Cloudy,0,107
Z5,19,Fri,Cloudy,0,104
Z4,3,Tue,Cloudy,0,14
Z5,2,Fri,Clear,0,28
Z3,15,Wed,Cloudy,0,129
Z3,11,Mon,Cloudy,0,94
Z4,7,Wed,Clear,0,66
Z5,23,Thu,Cloudy,0,62
Z5,16,Thu,Clear,0,74
Z5,6,Sun,Clear,0,54
Z2,10,Fri,Clear,0,79
Z3,17,Fri,Clear,1,235
Z5,0,Tue,Clear,0,65
Z5,2,Sun,Clear,0,97
Z2,3,Tue,Clear,0,71
Z2,12,Thu,Clear,0,33
Z5,5,Mon,Clear,0,67
Z1,13,Wed,Clear,0,45
Z5,4,Tue,Cloudy,1,146
Z5,15,Sat,Clear,1,147
Z2,14,Tue,Clear,0,65
Z2,14,Mon,Rainy,0,117
Z5,3,Mon,Cloudy,0,56
Z5,7,Fri,Rainy,0,89
Z5,15,Wed,Clear,1,118
Z2,15,Mon,Clear,0,69
Z5,3,Sun,Cloudy,0,115
Z5,12,Tue,Clear,0,93
Z4,12,Tue,Clear,0,40
Z1,1,Thu,Clear,1,105
Z3,2,Mon,Cloudy,0,107
Z1,21,Sat,Clear,0,73
Z4,7,Fri,Rainy,0,105
Z3,23,Wed,Rainy,0,125
Z5,14,Sat,Clear,0,101
Z4,10,Fri,Cloudy,0,37
Z5,8,Tue,Cloudy,0,111
Z2,6,Sat,Cloudy,0,117
Z4,12,Fri,Clear,0,8
Z2,1,Tue,Cloudy,0,87
Z4,7,Tue,Clear,0,81
Z4,6,Tue,Rainy,0,47
Z2,23,Tue,Clear,0,54
Z3,11,Sun,Clear,0,137
Z1,18,Tue,Cloudy,0,92
Z5,6,Thu,Cloudy,0,65
Z4,9,Sat,Clear,0,80
Z5,15,Fri,Clear,0,35
Z2,2,Thu,Clear,0,76
Z5,9,Sun,Rainy,0,159
Z2,5,Thu,Cloudy,1,149
Z5,17,Mon,Cloudy,1,178
Z1,17,Mon,Clear,0,83
Z1,4,Mon,Clear,0,83
